txId,time_step,xgb_score,lstm_score,gnn_score,lgb_score,cat_score,gat_score,ensemble_score,risk_tier,model_agreement,ring_id
355127787,32,0.9997346,0.9958587,0.5187574,0.9992372404626112,0.9987151926244623,0.99983597,0.964605599206347,CRITICAL,6,9062
163653521,29,0.9997073,0.9991709,0.5127038,0.9991731886450904,0.9978435820574915,1.0,0.9645710993121472,CRITICAL,6,1234
339120954,13,0.99986994,0.9986355,0.5101174,0.9993658589364603,0.9986987306673469,0.9999999,0.9645400099116733,CRITICAL,6,303
339120988,13,0.9998524,0.99865085,0.5116512,0.9993298704259738,0.998189347474549,0.99999905,0.9645381254927642,CRITICAL,6,528
355175635,32,0.99963415,0.9928188,0.5280552,0.9992478113051765,0.9974537648106364,0.99996245,0.964495433701283,CRITICAL,6,2864
163653381,29,0.99976987,0.99852955,0.5146297,0.9993073553610435,0.9969260466644514,0.9999995,0.9644536137248769,CRITICAL,6,5247
234574802,11,0.9998605,0.99765825,0.509713,0.9992932017843017,0.9992188299121748,0.9999962,0.9644322665792167,CRITICAL,6,9232
163654658,29,0.9998265,0.9993512,0.511052,0.9995744353442874,0.9970041450092672,0.99992716,0.9644096346388823,CRITICAL,6,5774
163654671,29,0.99964595,0.99912935,0.51320523,0.9996877213738674,0.9962815148330864,1.0,0.964377090804989,CRITICAL,6,5783
93528081,33,0.9998882,0.995501,0.51784915,0.999779953810651,0.9973552785202018,1.0,0.9643723156577796,CRITICAL,6,4661
210637700,20,0.9998789,0.9992747,0.50810355,0.9997593354229077,0.9976001730349426,0.99991393,0.9643530556328693,CRITICAL,6,129
234574791,11,0.9997296,0.9978871,0.5106617,0.9993335522578768,0.9989822253644748,0.9991431,0.9643422150154627,CRITICAL,6,9223
339120970,13,0.9998857,0.9987717,0.50516814,0.9994788455653737,0.9992166620542313,0.99999964,0.9643418889460229,CRITICAL,6,3464
100955234,21,0.99988544,0.9988493,0.50610334,0.9995137130558605,0.9986632866345644,0.99999416,0.9643163256835477,CRITICAL,6,11920
163654543,29,0.99984396,0.9992874,0.5069809,0.999800520361033,0.9977120620389859,0.9999999,0.9643124824252967,CRITICAL,6,5720
355124082,32,0.99978215,0.9973213,0.5114504,0.9995096345784761,0.9983170966115655,0.9997632,0.9643091401425796,CRITICAL,6,7826
206371340,36,0.9990816,0.9998491,0.52790344,0.9987250274033037,0.9918489171552956,0.9996877,0.9642950993214737,CRITICAL,6,12404
234565874,11,0.99993515,0.99902225,0.5024764,0.9998122131438765,0.9993175307724229,0.99999976,0.9642911667723819,CRITICAL,6,6314
210508955,20,0.9998529,0.9964569,0.5100681,0.9994892702326817,0.9991293151176314,0.99999976,0.9642734751711288,CRITICAL,6,4295
73406393,42,0.9995944,0.99747306,0.51470774,0.9992271763707108,0.9970923915244884,0.9999976,0.9642607099590698,CRITICAL,6,542
234574782,11,0.9998907,0.9979493,0.50725263,0.9995911355284491,0.99938171473423,0.9989483,0.9642458521808042,CRITICAL,6,9216
355007578,32,0.99971884,0.9976634,0.5093767,0.9992356884327734,0.9985969500831257,1.0,0.9642444453680685,CRITICAL,6,12637
73405609,42,0.999587,0.997971,0.5195828,0.9984240396774836,0.9963826173789573,0.9989905,0.9642305465627425,CRITICAL,6,3546
355176017,32,0.99975175,0.997673,0.5108317,0.9992911611143268,0.9984344229254998,0.9993155,0.9642297779217638,CRITICAL,6,3004
378058827,16,0.99968636,0.9919776,0.52312666,0.9997770671999009,0.9979025206910461,0.9999993,0.9642156812421036,CRITICAL,6,11
163832323,29,0.9998598,0.9982823,0.505894,0.9993572928227752,0.9988943237931968,0.99999976,0.9642153164078572,CRITICAL,6,10374
355127553,32,0.9997149,0.99580634,0.51548076,0.9991019377233441,0.9979243690820587,1.0,0.9641982927686783,CRITICAL,6,8991
234565872,11,0.99994326,0.99841166,0.5031726,0.999809997369751,0.999424709893925,0.9995932,0.964197097186321,CRITICAL,6,6313
288095277,34,0.99985135,0.9991928,0.50726306,0.99975083484915,0.9976272789837833,0.9993591,0.9641926131571044,CRITICAL,6,143
210637960,20,0.99991226,0.9986242,0.50543666,0.9997757357226579,0.9993276993418515,0.99826777,0.9641585058759805,CRITICAL,6,3539
339267313,13,0.9998567,0.9923104,0.52162576,0.9997851699234657,0.997702925830581,0.9999752,0.9641577557303381,CRITICAL,6,8801
234565880,11,0.9999423,0.99891484,0.50333977,0.9998352885610153,0.9993059297512547,0.99880695,0.9641553319508096,CRITICAL,6,6318
163867959,29,0.99981695,0.9990336,0.5065342,0.9991615797221967,0.9986618813033672,0.99908173,0.9641531469751543,CRITICAL,6,656
355003528,32,0.99972266,0.9973362,0.51286995,0.9992356884327734,0.9971313929773251,0.99999464,0.9641417277156411,CRITICAL,6,11270
99153079,21,0.999931,0.998097,0.504067,0.9998242044643495,0.9991922206839838,0.9993901,0.9641295283322198,CRITICAL,6,11949
73280839,42,0.99928504,0.99619424,0.52973384,0.9982324514268052,0.9935273820419795,0.9999945,0.9641282596273281,CRITICAL,6,5971
288125384,34,0.99985814,0.99735993,0.5075651,0.9997416194307152,0.9984049316738357,0.9997385,0.964115869076729,CRITICAL,6,143
99201130,21,0.999818,0.9987709,0.50609714,0.9993628854628837,0.9984833732843834,0.99910754,0.9640863280020514,CRITICAL,6,6257
107155293,44,0.99922514,0.99997246,0.5070662,0.9989389573670745,0.9976217314821639,0.999684,0.9640695197693488,CRITICAL,6,908
210637316,20,0.99992716,0.9987664,0.5000644,0.9998175864006988,0.999148525165201,0.9999963,0.964041050795442,CRITICAL,6,3318
355009170,32,0.9997009,0.99746525,0.5144961,0.9989120121030739,0.9963392526637532,0.99992,0.9640383407750394,CRITICAL,6,2033
355007570,32,0.9997383,0.9977754,0.5061361,0.9992023215009718,0.9985807563531693,0.99991083,0.9640134718213506,CRITICAL,6,12632
163654661,29,0.99975663,0.99934703,0.507831,0.9994990641278215,0.9963157217847316,0.9999223,0.9640113140070606,CRITICAL,6,5776
99924836,21,0.9999356,0.99903345,0.4975026,0.9998150740364566,0.9995920736214348,0.99999964,0.9639955947509821,CRITICAL,5,7144
115074766,21,0.9999112,0.99942064,0.49728012,0.9997977474917465,0.9993489353859557,0.9999999,0.9639884157713459,CRITICAL,5,10790
234565895,11,0.99993885,0.99887186,0.4985123,0.9998352885610153,0.9992774156550842,0.99998987,0.9639797025855484,CRITICAL,5,6333
234565916,11,0.99993277,0.99882,0.49746,0.9998251012581058,0.9995815011820226,0.9999988,0.9639553904523106,CRITICAL,5,6346
99910211,21,0.99970824,0.99580586,0.516871,0.9992738115493576,0.9960583870460483,0.99996555,0.9639495068003111,CRITICAL,6,2003
163654539,29,0.9998287,0.9989951,0.510251,0.9995970716126403,0.9967683961351106,0.99793905,0.9639451325242404,CRITICAL,6,5717
346378598,12,0.9997744,0.9999783,0.50824887,0.9992115611002648,0.9970500343398224,0.99797887,0.9639441508504553,CRITICAL,6,9020
209525912,20,0.9998473,0.98860943,0.5297859,0.9992894258640979,0.9973487774411501,0.9999988,0.9639367169082798,CRITICAL,6,4292
234574977,11,0.9998833,0.99810755,0.5022869,0.999382775532763,0.9988755114605695,0.99999464,0.9639345268669915,CRITICAL,6,9314
339120965,13,0.99986994,0.9986338,0.50215244,0.9993658589364603,0.9986987306673469,0.999741,0.9639341272294368,CRITICAL,6,960
99925034,21,0.99991214,0.99891865,0.500691,0.9997349055529131,0.9985384161376964,0.99976677,0.9639337970765474,CRITICAL,6,7223
234574628,11,0.9998845,0.9977938,0.51285213,0.999382775532763,0.9988538915809368,0.9952081,0.9638947044351253,CRITICAL,6,414
355007634,32,0.99972457,0.99586546,0.5084371,0.9994035182563226,0.9985422921825929,0.99996257,0.9638896650639868,CRITICAL,6,12661
163654640,29,0.99987495,0.99877876,0.498481,0.9997897061173777,0.9988969888008502,1.0,0.9638644694915743,CRITICAL,5,5760
99153076,21,0.999936,0.9979882,0.4987346,0.9998218328303041,0.9992840274558628,0.9999968,0.9638439459417562,CRITICAL,5,11947
210637683,20,0.99990964,0.9990884,0.495812,0.9997951702530228,0.999409981898828,0.9998994,0.9638235441243366,CRITICAL,5,3483
73279938,42,0.99945396,0.99775237,0.51512134,0.9983198413923433,0.9955505043394406,0.9999989,0.9638152130334344,CRITICAL,6,5535
355008331,32,0.9996319,0.99771273,0.50909096,0.9991368343476924,0.9966699508946405,1.0,0.9638069733626136,CRITICAL,6,12899
163654905,29,0.99978846,0.9958864,0.5077112,0.9991563946968612,0.9985331918421639,0.9999373,0.9637987103654876,CRITICAL,6,1323
355176009,32,0.99975175,0.99768186,0.5102544,0.9992340170210631,0.9987781030856014,0.9962903,0.9637846454506763,CRITICAL,6,895
355008569,32,0.9997315,0.9975787,0.5032626,0.9992045802999163,0.998554426997311,1.0,0.9637832169575858,CRITICAL,6,1821
355007676,32,0.9997954,0.997693,0.5068012,0.9992275725300923,0.9984326959728492,0.99819607,0.9637708837975576,CRITICAL,6,12677
160008583,34,0.9997423,0.99806494,0.5099952,0.9991087835503039,0.9964001933099438,0.9991211,0.9637589051703432,CRITICAL,6,2611
99633339,21,0.99991405,0.9988802,0.49601567,0.9998198495778293,0.9994904908413381,0.9993831,0.9637455738368114,CRITICAL,5,8250
163654552,29,0.9999118,0.9994728,0.49513337,0.9998002990762819,0.9988050319898802,0.9999994,0.9637358212275999,CRITICAL,5,5727
339833825,13,0.99986553,0.99813133,0.50120705,0.9994427681720475,0.9981662255509419,0.9999993,0.9637283379046528,CRITICAL,6,11892
378151863,16,0.99978465,0.99523723,0.5075002,0.9992316170752926,0.998625280026086,0.9999944,0.9637148204141387,CRITICAL,6,4979
339648604,13,0.99827063,0.99981755,0.50057024,0.9985532157038176,0.9993074635443894,0.99999857,0.9636988054992716,CRITICAL,6,1131
339267487,13,0.99986875,0.9923022,0.5179184,0.9997765214080069,0.9978565342398827,0.998467,0.9636935789307947,CRITICAL,6,8869
234565918,11,0.9999397,0.9982509,0.49670315,0.9998134375605457,0.99900386384167,0.99999154,0.9636862067741241,CRITICAL,5,1382
280526417,12,0.999764,0.9995129,0.49681053,0.999413423184487,0.9990021294211238,0.999228,0.9636752295754026,CRITICAL,5,12831
99182159,21,0.9998667,0.999348,0.49517637,0.9995199511740609,0.9989675386955111,0.9998696,0.9636645221008086,CRITICAL,5,10757
390238332,17,0.99923146,0.99792933,0.5115202,0.9987880495479845,0.9956675495166191,1.0,0.9636633526964179,CRITICAL,6,370
339120990,13,0.9998735,0.99892515,0.4965031,0.9993658589364603,0.9988571222750379,0.9999572,0.9636480454900519,CRITICAL,5,3474
29490442,37,0.9996501,0.99387324,0.52569014,0.99933485630326,0.9928852836982235,1.0,0.9636138370409577,CRITICAL,6,12706
234574794,11,0.9998729,0.9976139,0.5021495,0.9993649852525284,0.998715531783258,0.9987205,0.9636076283798425,CRITICAL,6,612
234574792,11,0.99987495,0.9977545,0.49929416,0.9993887224527774,0.9985593624525774,0.99999666,0.963597878380627,CRITICAL,5,9224
73406955,42,0.99966323,0.9979062,0.5037442,0.9992401951113907,0.997151448351524,0.9999968,0.9635837240227889,CRITICAL,6,1030
355175314,32,0.99974173,0.9976762,0.50146216,0.9995183020421297,0.9978946153554045,0.9998142,0.9635762262116437,CRITICAL,6,2758
234565877,11,0.9999349,0.99906236,0.4937733,0.9998413739026114,0.9994291420454895,0.9990969,0.9635696786912019,CRITICAL,5,1169
175405427,9,0.99980336,0.9945186,0.50583947,0.9997679981392312,0.9991819297735428,0.99902904,0.9635511090746489,CRITICAL,6,226
339101043,13,0.9998914,0.99313545,0.5079055,0.9994792091271053,0.9990826792329118,0.9999876,0.9635481253182864,CRITICAL,6,7999
99191375,21,0.9997329,0.99799156,0.5009201,0.9993093571824538,0.9977194215360762,0.9999757,0.9635367603532978,CRITICAL,6,837
339101934,13,0.9998976,0.99360484,0.51171154,0.9994001885055173,0.9975423409408299,0.9997392,0.9635356386230918,CRITICAL,6,8262
42626785,10,0.9996964,0.9972319,0.50340265,0.9993301718445153,0.9974841567802774,0.99996316,0.9635312798431922,CRITICAL,6,11468
390328281,17,0.9998336,0.9874614,0.52268964,0.9997574370067775,0.9983041380934645,0.9999999,0.9635214376566468,CRITICAL,6,370
111338096,21,0.99988663,0.99690104,0.50176454,0.9997591440218284,0.9977468952331898,0.999863,0.9635213316373965,CRITICAL,6,10404
234574981,11,0.99987924,0.9960995,0.5116116,0.9995564009684612,0.999223803341117,0.99450254,0.9635183749264506,CRITICAL,6,9317
163654812,29,0.99987996,0.99943036,0.49369997,0.9997612639434542,0.9983101818905243,0.9999889,0.963511171862875,CRITICAL,5,5874
99208624,21,0.9997602,0.99937004,0.49449435,0.9993057266628349,0.9985630137024633,1.0,0.9634934522511853,CRITICAL,5,538
234574796,11,0.99977106,0.9968502,0.49880072,0.9993775634077,0.9990904983204717,0.99999225,0.9634917443567419,CRITICAL,5,9227
98960976,21,0.99975103,0.9942238,0.51144296,0.9993968834735589,0.9968754212313885,0.9999274,0.9634864032256951,CRITICAL,6,2325
99925051,21,0.99991643,0.9991208,0.50321263,0.9997513298063456,0.9987306801873231,0.9951584,0.9634846596537197,CRITICAL,6,7231
15857651,14,0.99977034,0.99778795,0.4989325,0.9993545987200605,0.99837274101871,0.99981207,0.9634840451284448,CRITICAL,5,1781
163653023,29,0.99975187,0.9992878,0.49807942,0.9994168334944897,0.9972189206015287,0.9999927,0.9634833160972273,CRITICAL,5,5142
355175604,32,0.9997937,0.9976852,0.5113586,0.9995456601023158,0.9993490479023844,0.992572,0.9634809011028417,CRITICAL,6,2851
339101049,13,0.9998568,0.9940147,0.5060488,0.9992873172058828,0.9988524432567684,0.9999751,0.9634718919945625,CRITICAL,6,8004
339120975,13,0.9998336,0.99866426,0.49566272,0.9993390671221247,0.9987250146396458,0.99973315,0.9634694828561071,CRITICAL,5,3467
339101936,13,0.9998265,0.99295264,0.51199293,0.9992294928452377,0.9976904057793162,0.9999968,0.9634647820974752,CRITICAL,6,8264
355176016,32,0.9997987,0.99768746,0.49488363,0.9995213275136212,0.9993604212215527,0.9999924,0.9634452113194122,CRITICAL,5,896
355008904,32,0.99975735,0.9975236,0.49597973,0.9995186356235837,0.9991229599955013,1.0,0.9634396319321926,CRITICAL,5,1931
234565896,11,0.99993765,0.9983954,0.49287137,0.9998134375605457,0.9989813383164848,0.9999999,0.9634348991162747,CRITICAL,5,1378
41791721,11,0.99971133,0.99395955,0.50542265,0.9995530612628549,0.998770845562866,0.9999933,0.9634289737662444,CRITICAL,6,6305
105028133,8,0.99987006,0.99899834,0.49318004,0.9996038122339208,0.9986768526138139,0.9998276,0.9634158150612796,CRITICAL,5,4027
163654653,29,0.999864,0.99871767,0.5067387,0.9997821539051596,0.9978746524469577,0.99460334,0.9634048234801558,CRITICAL,6,5770
355175625,32,0.9997979,0.99752337,0.50159717,0.999209524792004,0.9971470096926379,1.0,0.963386406012632,CRITICAL,6,2860
43007101,10,0.9997259,0.9973533,0.51008403,0.9987355405644841,0.9948380412334485,0.9999856,0.9633827685275297,CRITICAL,6,24
283188125,25,0.9998165,0.99957687,0.49019527,0.9995147848612129,0.999046674295399,0.9999969,0.9633738398063376,CRITICAL,5,4185
163654208,29,0.9997472,0.99876404,0.4987986,0.9993073553610435,0.9970437742598893,0.9998685,0.9633677327537308,CRITICAL,5,5588
175756373,9,0.9999397,0.9948757,0.5004513,0.9997898775991002,0.9990857584284839,0.9998129,0.9633616384557075,CRITICAL,6,105
12781795,41,0.9996487,0.9991835,0.5038295,0.9983637896465872,0.9958370262922064,0.99995685,0.9633560759818095,CRITICAL,6,2541
210278173,20,0.9998981,0.99906737,0.49243835,0.9997578524774682,0.9982138692377829,0.9999969,0.9633444245789895,CRITICAL,5,3739
99914083,21,0.99990535,0.99715245,0.49605462,0.9997829866190926,0.9984674638289736,0.9999758,0.9633293799886223,CRITICAL,5,3269
43522389,10,0.9999305,0.9951473,0.5064662,0.9997839636352376,0.9990370792165498,0.99658066,0.9633275445774705,CRITICAL,6,3941
118976360,11,0.9998678,0.9978163,0.49350297,0.9995530612628549,0.9991230621322527,0.99984527,0.9633190543157838,CRITICAL,5,11524
85276083,26,0.9999213,0.99047345,0.51093847,0.9998105792892344,0.9987998701286496,0.99990034,0.9633128068574984,CRITICAL,6,6693
269459827,25,0.9998331,0.98693246,0.5216846,0.999770691266122,0.9980954887491068,0.9999112,0.963306895121292,CRITICAL,6,92
234574790,11,0.9998342,0.997969,0.4953564,0.9993035418929852,0.9985050874508048,0.9998361,0.9632936056521259,CRITICAL,5,9222
339553088,13,0.99988115,0.9929249,0.5079276,0.9993676842124197,0.9984976352970573,0.9994584,0.9632902958789384,CRITICAL,6,1099
339057192,13,0.9997414,0.9945024,0.5022803,0.9998176607300105,0.9984032392892455,0.99999726,0.9632844704217012,CRITICAL,6,303
234565912,11,0.99994445,0.99900824,0.4882938,0.9998291094472302,0.9993075305604818,0.99999964,0.9632842324749129,CRITICAL,5,6343
175405827,9,0.9997861,0.9936154,0.5073603,0.9996378691880466,0.9977810832557874,0.99962103,0.963283943334039,CRITICAL,6,12498
37774811,40,0.9993444,0.99813324,0.5195873,0.9979831734826298,0.9913745977284156,0.99999976,0.9632664645100388,CRITICAL,6,10699
288329717,34,0.99936396,0.999835,0.5090333,0.9988781654288779,0.9926949869240069,1.0,0.9632578742143487,CRITICAL,6,3142
339101046,13,0.9998771,0.9922652,0.50961846,0.9992965652491282,0.9982093504631808,0.9996685,0.9632569255091498,CRITICAL,6,8002
269459737,25,0.99986064,0.9891236,0.5136818,0.9997684007441502,0.9987236994489079,1.0,0.9632568406407541,CRITICAL,6,92
12661675,41,0.99981314,0.9994764,0.49854216,0.9995989119591033,0.995774862546267,0.99961627,0.9632491488934566,CRITICAL,5,6558
175756031,9,0.9999397,0.99497545,0.49907905,0.9997898775991002,0.9990813656113635,0.9996057,0.9632484887397978,CRITICAL,5,105
355003545,32,0.99975187,0.99763787,0.4977451,0.9992356884327734,0.997722970076996,1.0,0.9632442183160289,CRITICAL,5,11276
92111782,33,0.99948573,0.9994905,0.5188201,0.9987155533075734,0.9895071666559546,0.99999714,0.9632438141047827,CRITICAL,6,2131
339553076,13,0.99988174,0.992963,0.5037443,0.999562311388752,0.9991480124973482,0.9997992,0.9632222619749077,CRITICAL,6,1298
332935825,23,0.9999199,0.99753237,0.49801755,0.9997544238953487,0.998965930007215,0.99728227,0.9632187035315273,CRITICAL,5,94
280526762,12,0.9987954,0.99997807,0.50250405,0.9969880336506319,0.997134927829091,0.99999666,0.963214139725711,CRITICAL,6,12935
141386766,24,0.9998012,0.9900047,0.51300156,0.9993368902880033,0.9984835286008681,0.9999906,0.9632094373046456,CRITICAL,6,1039
234565900,11,0.9998946,0.9982388,0.48938036,0.9997762573852006,0.999314891510192,0.999977,0.9632075848185886,CRITICAL,5,6335
96349404,33,0.99868244,0.9963509,0.5016801,0.9990325117659066,0.998748876871474,0.99966776,0.963203727714133,CRITICAL,6,5917
84463915,26,0.99982315,0.9929202,0.5065812,0.999704680293328,0.998571089644053,0.9990133,0.9631971033232136,CRITICAL,6,9000
234565889,11,0.99994147,0.99897003,0.48715734,0.9998134375605457,0.9993113833458946,0.9999957,0.9631933783215565,CRITICAL,5,6327
96349411,33,0.9994123,0.9974928,0.5141049,0.999097217558102,0.9923321363517403,0.9999466,0.9631919175794624,CRITICAL,6,5921
73279981,42,0.99939275,0.9975012,0.5116713,0.998243279753874,0.9940013707457319,0.99999905,0.9631874966794758,CRITICAL,6,5557
346379224,12,0.99970263,0.9999683,0.48748899,0.9993822657296075,0.9987776622012482,1.0,0.9631447935223922,CRITICAL,5,1657
175756305,9,0.9998735,0.9965904,0.49820223,0.999751899431369,0.997842223027222,0.99926,0.9631380181812104,CRITICAL,5,9267
288740930,34,0.9994073,0.99863285,0.5238377,0.9988575186314776,0.988742221531154,0.99884206,0.9631362752427579,CRITICAL,6,9452
98623012,7,0.9995733,0.9990951,0.4901846,0.9992178308028843,0.9988138646383865,0.99999666,0.963134910226351,CRITICAL,5,10074
12674547,41,0.9994168,0.99988115,0.5095138,0.9983996700187199,0.9922595663048999,0.99999964,0.9631257801033545,CRITICAL,6,10707
99153078,21,0.99987507,0.9968297,0.5009556,0.9996905743155474,0.9960503281924827,0.9999976,0.9631144351995314,CRITICAL,6,11948
163654650,29,0.9998248,0.9994642,0.4880532,0.9996616408111093,0.9984191359402417,1.0,0.963108012757581,CRITICAL,5,5767
99177800,21,0.99958915,0.996434,0.5102011,0.999458424189225,0.9935887981480991,0.99999976,0.9631040463410713,CRITICAL,6,9373
355127538,32,0.99978036,0.9973345,0.49099922,0.9995466518023524,0.9993142536416287,1.0,0.9631023305463109,CRITICAL,5,8983
